Acc #,Games Attended,Seat Qty, Net Revenue , Most Common Section ,Region,Gender,Age
16349916,1,2, $64.29 , Attacking Corner - Upper ,Scarborough (Wexford),M,29
17922451,1,3, $108.57 , Attacking Corner - Upper ,Mississauga (West Hurontario / SW Gateway),M,52
17923316,1,2, $72.38 , Attacking Corner - Upper ,Scarborough (Malvern),M,49
17923630,1,3, $108.57 , Attacking Corner - Upper ,Mississauga (Courtney Park / Northeast Gateway),M,23
17922967,1,3, $108.57 , Attacking Corner - Upper ,Mississauga (Mississauga Valley / East Cooksville),M,22
14927362,1,2, $72.38 , Attacking Corner - Upper ,Ajax (East),M,39
16484296,1,3, $96.43 , Attacking Corner - Upper ,West Toronto (High Park),M,32
16391610,1,2, $41.01 , Attacking Corner - Upper ,East Toronto (Studio District),M,36
16427797,1,2, $64.29 , Attacking Corner - Upper ,Etobicoke (Queensway),M,57
10163291,1,2, $72.38 , Attacking Corner - Upper ,Bowmanville (West),M,22
17923447,1,2, $72.38 , Attacking Corner - Upper ,Brampton (North),M,31
16675877,1,2, $47.14 , Defensive Corner - Upper ,York (Caledonia-Fairbanks),M,34
15818206,1,3, $70.71 , Club Platinum ,Downtown Toronto (Harbourfront),M,30
16860817,1,2, $47.14 , Defensive Corner - Upper ,East York (Woodbine Heights),M,27
13263715,1,5, $117.86 , Defensive Corner - Upper ,Downtown Toronto (Church & Wellesley),M,28
16875353,1,4, $94.29 , Defensive Corner - Upper ,North York (Downsview Central),M,29
16766676,1,2, $47.14 , Defensive Corner - Upper ,North York (Downsview Northeast),M,22
16817783,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Wexford),M,36
12690346,1,4, $94.29 , Defensive Corner - Upper ,North York (Fairview),M,43
16594079,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Woburn),M,30
16665082,1,2, $47.14 , Defensive Corner - Upper ,East Toronto (Studio District),M,41
10645359,1,5, $117.86 , Defensive Corner - Upper ,North York (Hillcrest Village),M,37
17028021,1,3, $70.71 , Defensive Corner - Upper ,North York (Willowdale),M,22
16799536,1,8, $188.57 , Defensive Corner - Upper ,Scarborough (Golden Mile),M,48
10538995,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Malvern),M,31
17002301,1,1, $23.57 , Defensive Corner - Upper ,Scarborough (Kennedy Park),M,41
15829237,1,3, $70.71 , Defensive Corner - Upper ,Downtown Toronto (Rosedale),M,41
17003046,1,1, $23.57 , Defensive Corner - Upper ,East York (Woodbine Heights),M,30
7902047,1,1, $23.57 , Defensive Corner - Upper ,North York (Don Mills),M,41
16994979,1,1, $23.57 , Defensive Corner - Upper ,Downtown Toronto (CN Tower),M,42
16991050,1,1, $23.57 , Defensive Corner - Upper ,Downtown Toronto (Central Bay St.),M,39
17007892,1,1, $23.57 , Defensive Corner - Upper ,North York (Downsview West),M,25
16718208,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (CN Tower),M,42
16691402,1,2, $47.14 , Defensive Corner - Upper ,East Toronto (Studio District),M,15
16645395,1,3, $70.71 , Defensive Corner - Upper ,Downtown Toronto (Garden District),M,45
16779238,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (Harbourfront),M,14
12138071,1,6, $141.43 , Defensive Corner - Upper ,West Toronto (High Park),M,43
16718004,1,1, $23.57 , Defensive Corner - Upper ,East Toronto (Riverdale),M,49
16710040,1,4, $94.29 , Defensive Corner - Upper ,Etobicoke (Eringate),M,52
16677089,1,4, $94.29 , Defensive Corner - Upper ,Scarborough (Wexford),M,37
16623708,1,4, $94.29 , Defensive Corner - Upper ,York (Humewood-Cedarvale),M,41
14096090,1,7, $165.00 , Defensive Corner - Upper ,Central Toronto (Summerhill East),M,37
12606801,1,3, $70.71 , Defensive Corner - Upper ,North York (Fairview),M,31
16840589,1,1, $23.57 , Defensive Corner - Upper ,Scarborough (Cedarbrae),M,51
16839645,1,1, $23.57 , Defensive Corner - Upper ,Downtown Toronto (Central Bay St.),M,56
16838869,1,2, $47.14 , Defensive Corner - Upper ,North York (Fairview),M,37
16837741,1,1, $23.57 , Defensive Corner - Upper ,North York (Downsview West),M,35
16837076,1,2, $47.14 , Defensive Corner - Upper ,North York (Willowdale South),M,33
16838236,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (Chinatown),M,44
16767533,1,2, $47.14 , Defensive Corner - Upper ,West Toronto (Runnymede),M,37
16838339,1,1, $23.57 , Defensive Corner - Upper ,Downtown Toronto (St. James Town),M,31
16840545,1,2, $47.14 , Defensive Corner - Upper ,Central Toronto (Summerhill East),M,21
16838430,1,1, $23.57 , Defensive Corner - Upper ,West Toronto (Runnymede),M,49
17810636,1,2, $72.38 , Attacking Corner - Upper ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,33
17922466,1,6, $231.43 , Attacking Ends ,Richmond Hill (Central),M,18
17922449,1,1, $38.57 , Attacking Ends ,Hamilton (Crerar / Bruleville / Hill Park / Inch Park / Centremount / Balfour / Greeningdon / Jerome),M,30
17564064,1,1, $38.57 , Attacking Ends ,Mississauga (West Hurontario / SW Gateway),M,34
17933052,1,1, $38.57 , Attacking Ends ,Caledon (Caledon East),M,35
10826035,1,3, $115.71 , Attacking Ends ,Markham (Central),M,44
17923016,1,2, $77.14 , Attacking Ends ,Port Hope,M,35
16176764,1,1, $38.57 , Attacking Ends ,Richmond Hill (Southeast),M,47
17922487,1,1, $38.57 , Attacking Ends ,"Markham (Armadale, Ontario / Milliken, Ontario)",M,25
17922411,1,1, $38.57 , Attacking Ends ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,30
12201135,1,2, $77.14 , Attacking Ends ,Keswick,M,33
15537142,1,2, $77.14 , Attacking Ends ,Downtown Toronto (Christie),M,39
10653829,1,2, $64.29 , Attacking Corner - Upper ,West Toronto (High Park),M,35
16703543,1,2, $64.29 , Attacking Corner - Upper ,East Toronto (Riverdale),M,19
10887379,1,2, $64.29 , Attacking Corner - Upper ,Etobicoke (Queensway),M,39
16820379,1,1, $32.14 , Attacking Corner - Upper ,Central Toronto (Summerhill East),M,46
16838215,1,2, $64.29 , Attacking Corner - Upper ,Downtown Toronto (CN Tower),M,29
10775401,1,3, $130.00 , Attacking Ends ,"Markham (Armadale, Ontario / Milliken, Ontario)",M,39
16463414,1,1, $39.52 , Attacking Ends ,North York (Willowdale),M,28
12719824,1,2, $64.29 , Attacking Corner - Upper ,Scarborough (Woburn),M,44
13984287,1,2, $64.29 , Attacking Corner - Upper ,York (Humewood-Cedarvale),M,36
16714154,1,2, $64.29 , Attacking Corner - Upper ,East York (Woodbine Heights),M,27
16392300,1,1, $34.76 , Attacking Ends ,Etobicoke (Queensway),M,33
16216421,1,1, $34.76 , Attacking Ends ,Downtown Toronto (Rosedale),M,35
16392265,1,1, $34.76 , Attacking Ends ,Downtown Toronto (Harbourfront),M,48
12374262,1,10, $347.62 , Attacking Ends ,Etobicoke (Rexdale),M,43
8267054,1,1, $34.76 , Attacking Ends ,Downtown Toronto (St. James Town),M,27
16070688,1,1, $34.76 , Attacking Ends ,Etobicoke (Rexdale),M,42
16070609,1,1, $34.76 , Attacking Ends ,Downtown Toronto (CN Tower),M,27
16053289,1,1, $34.76 , Attacking Ends ,Central Toronto (Summerhill East),M,39
16227055,1,1, $34.76 , Attacking Ends ,Central Toronto (Summerhill East),M,19
16211874,1,1, $34.76 , Attacking Ends ,North York (Lawrence),M,30
16397403,1,1, $34.76 , Attacking Ends ,Scarborough (Malvern),M,42
16619183,1,2, $69.52 , Attacking Ends ,Downtown Toronto (Chinatown),M,33
16619086,1,3, $104.29 , Attacking Ends ,East Toronto (Studio District),M,29
16619237,1,2, $69.52 , Attacking Ends ,North York (Downsview West),M,24
17922875,1,3, $115.71 , Attacking Ends ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,44
17922348,1,2, $77.14 , Attacking Ends ,Downtown Toronto (Central Bay St.),M,23
16433153,1,6, $208.57 , Attacking Ends ,Etobicoke (Eringate),M,23
16397581,1,2, $69.52 , Attacking Ends ,North York (Downsview West),M,39
10485412,1,1, $34.76 , Attacking Ends ,Scarborough (Woburn),M,52
16619206,1,5, $117.86 , Attacking Ends ,Downtown Toronto (U of T),M,33
15314677,1,2, $69.52 , Attacking Ends ,North York (Hillcrest Village),M,39
17115919,1,1, $32.14 , Attacking Corner - Upper ,Scarborough (Guildwood),M,42
17115958,1,1, $32.14 , Attacking Corner - Upper ,North York (Don Mills),M,35
17116022,1,2, $64.29 , Attacking Corner - Upper ,Downtown Toronto (Garden District),M,37
17115269,1,1, $32.14 , Attacking Corner - Upper ,Downtown Toronto (Rosedale),M,29
17115291,1,1, $32.14 , Attacking Corner - Upper ,North York (Downsview West),M,34
17115513,1,4, $128.57 , Attacking Corner - Upper ,Downtown Toronto (Harbourfront),M,29
17115879,1,1, $32.14 , Attacking Corner - Upper ,Etobicoke (Eringate),M,29
17116291,1,2, $41.01 , Attacking Corner - Upper ,Etobicoke (Rexdale),M,35
17115978,1,1, $32.14 , Attacking Corner - Upper ,Downtown Toronto (Richmond/Adelaide/King),M,35
17115623,1,4, $128.57 , Attacking Corner - Upper ,Scarborough (Birch Cliff),M,49
17115274,1,1, $32.14 , Attacking Corner - Upper ,Central Toronto (Yorkville),M,20
15911505,1,3, $96.43 , Attacking Corner - Upper ,Courtice (Bowmanville),M,34
17401544,1,1, $32.14 , Attacking Corner - Upper ,North York (Downsview Central),M,47
17769399,1,1, $32.14 , Attacking Corner - Upper ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,29
17823779,1,2, $72.38 , Attacking Corner - Upper ,Bolton,M,49
17401180,1,2, $64.29 , Attacking Corner - Upper ,Markham (Central),M,48
17115697,1,3, $96.43 , Attacking Corner - Upper ,North York (Don Mills),M,41
10485970,1,2, $64.29 , Attacking Corner - Upper ,Scarborough (Tam O'Shanter),M,32
17116033,1,1, $32.14 , Attacking Corner - Upper ,East York (Woodbine Heights),M,19
15608320,1,2, $64.29 , Attacking Corner - Upper ,Scarborough (Tam O'Shanter),M,37
17115939,1,1, $32.14 , Attacking Corner - Upper ,East Toronto (Studio District),M,25
16712505,1,2, $64.29 , Attacking Corner - Upper ,North York (Willowdale South),M,32
16802179,1,2, $64.29 , Attacking Corner - Upper ,West Toronto (Runnymede),M,38
17030844,1,2, $64.29 , Attacking Corner - Upper ,North York (Hillcrest Village),M,27
17031292,1,2, $64.29 , Attacking Corner - Upper ,Etobicoke (Rexdale),M,58
17027513,1,4, $128.57 , Attacking Corner - Upper ,East Toronto (Riverdale),M,33
15233885,1,1, $32.14 , Attacking Corner - Upper ,Scarborough (Golden Mile),M,27
16849461,1,1, $32.14 , Attacking Corner - Upper ,North York (Willowdale),M,34
16850162,1,2, $64.29 , Attacking Corner - Upper ,North York (Don Mills),M,41
16797015,1,3, $96.43 , Attacking Corner - Upper ,Scarborough (Golden Mile),M,25
16581913,1,3, $96.43 , Attacking Corner - Upper ,Downtown Toronto (Rosedale),M,38
17031401,1,3, $96.43 , Attacking Corner - Upper ,Downtown Toronto (Richmond/Adelaide/King),M,32
16343831,1,7, $225.00 , Attacking Corner - Upper ,East York (Woodbine Heights),M,39
17062343,1,4, $128.57 , Attacking Corner - Upper ,Downtown Toronto (Garden District),M,35
17116131,1,2, $64.29 , Attacking Corner - Upper ,North York (Willowdale),M,45
17116010,1,2, $64.29 , Attacking Corner - Upper ,Etobicoke (Eringate),M,48
17115371,1,3, $96.43 , Attacking Corner - Upper ,Downtown Toronto (Harbourfront),M,40
14084110,1,1, $32.14 , Attacking Corner - Upper ,Downtown Toronto (Rosedale),M,35
17036834,1,2, $64.29 , Attacking Corner - Upper ,North York (Willowdale South),M,43
17108406,1,2, $64.29 , Attacking Corner - Upper ,Etobicoke (South Steeles),M,14
17108369,1,1, $32.14 , Attacking Corner - Upper ,West Toronto (High Park),M,18
17108386,1,1, $32.14 , Attacking Corner - Upper ,Downtown Toronto (Christie),M,38
17037262,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Kennedy Park),M,32
17778999,1,1, $23.57 , Defensive Corner - Upper ,Mississauga (Central Lakeview),M,37
17778425,1,1, $23.57 , Defensive Corner - Upper ,Welland (East),M,37
17778211,1,1, $23.57 , Defensive Corner - Upper ,Newmarket (Northeast),M,26
17778230,1,1, $23.57 , Defensive Corner - Upper ,Newmarket (Southwest),M,45
17778498,1,1, $23.57 , Defensive Corner - Upper ,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),M,21
17768534,1,3, $70.71 , Defensive Corner - Upper ,Mississauga (Mississauga Valley / East Cooksville),M,46
17768598,1,2, $47.14 , Defensive Corner - Upper ,Ajax (East),M,32
17768990,1,4, $94.29 , Defensive Corner - Upper ,Thornhill (East),M,29
17271151,1,2, $47.14 , Defensive Corner - Upper ,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy),M,26
11401547,1,2, $47.14 , Blue Line ,Central Toronto (Yorkville),M,31
17778273,1,1, $23.57 , Defensive Corner - Upper ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,42
17784328,1,2, $47.14 , Defensive Corner - Upper ,"Markham (Cornell, Ontario / Box Grove, Ontario)",M,24
17783955,1,1, $23.57 , Defensive Corner - Upper ,Mississauga (YYZ),M,30
17784285,1,2, $47.14 , Defensive Corner - Upper ,Courtice (Bowmanville),M,39
17784232,1,1, $23.57 , Defensive Corner - Upper ,Keswick,M,36
13886586,1,4, $94.29 , Defensive Corner - Upper ,York (Humewood-Cedarvale),M,49
13726399,1,2, $47.14 , Defensive Corner - Upper ,Pickering (North),M,46
17778464,1,1, $23.57 , Defensive Corner - Upper ,Newmarket (Southwest),M,21
17778128,1,2, $47.14 , Defensive Corner - Upper ,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),M,23
17784126,1,2, $47.14 , Defensive Corner - Upper ,Mississauga (Mississauga Valley / East Cooksville),M,44
12681092,1,1, $23.57 , Defensive Corner - Upper ,King City,M,33
17733651,1,3, $70.71 , Defensive Corner - Upper ,Mississauga (Mississauga Valley / East Cooksville),M,38
17578794,1,2, $47.14 , Defensive Corner - Upper ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,26
17369170,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (Harbourfront),M,45
17748347,1,3, $70.71 , Defensive Corner - Upper ,Fort Erie,M,37
17626293,1,2, $47.14 , Defensive Corner - Upper ,Markham (Berczy Village / Cachet / Angus Glen),M,26
17345160,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Guildwood),M,23
12294917,1,1, $23.57 , Defensive Corner - Upper ,North York (Hillcrest Village),M,37
17730637,1,1, $23.57 , Defensive Corner - Upper ,Niagara Falls (Central),M,32
14796204,1,1, $23.57 , Defensive Corner - Upper ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,48
17645935,1,1, $23.57 , Defensive Corner - Upper ,Bradford,M,25
17748311,1,4, $94.29 , Defensive Corner - Upper ,Courtice (Bowmanville),M,41
17747605,1,1, $23.57 , Defensive Corner - Upper ,Mississauga (Central Lakeview),M,40
17749325,1,2, $47.14 , Defensive Corner - Upper ,Mississauga (Malton),M,42
17748321,1,2, $47.14 , Defensive Corner - Upper ,Mississauga (Mississauga Valley / East Cooksville),M,31
12113092,1,4, $94.29 , Defensive Corner - Upper ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,24
17747701,1,1, $23.57 , Defensive Corner - Upper ,Welland (West),M,29
17747752,1,2, $47.14 , Defensive Corner - Upper ,Brampton (East),M,14
17747720,1,2, $47.14 , Defensive Corner - Upper ,East York (Woodbine Heights),M,34
17747682,1,1, $23.57 , Defensive Corner - Upper ,Welland (East),M,24
17747621,1,1, $23.57 , Defensive Corner - Upper ,Brampton (North),M,35
17747634,1,1, $23.57 , Defensive Corner - Upper ,Bolton,M,42
13441964,1,2, $53.33 , Defensive Corner - Upper ,Scarborough (STC),M,43
8708222,1,4, $106.67 , Club Glass ,Downtown Toronto (CN Tower),M,42
17847204,1,1, $26.67 , Defensive Corner - Upper ,Mississauga (Courtney Park / Northeast Gateway),M,30
17832924,1,1, $26.67 , Defensive Corner - Upper ,Mississauga (Mississauga Valley / East Cooksville),M,28
521795,1,1, $26.67 , Defensive Corner - Upper ,York (Humewood-Cedarvale),M,30
12523598,1,1, $26.67 , Defensive Corner - Upper ,Hamilton (Crerar / Bruleville / Hill Park / Inch Park / Centremount / Balfour / Greeningdon / Jerome),M,15
17822480,1,1, $26.67 , Defensive Corner - Upper ,Vaughan (Maple),M,18
8113552,1,2, $53.33 , Defensive Corner - Upper ,West Toronto (Brockton),M,46
17810494,1,1, $26.67 , Defensive Corner - Upper ,Markham (Berczy Village / Cachet / Angus Glen),M,51
12637787,1,2, $53.33 , Defensive Corner - Upper ,Scarborough (STC),M,45
8700557,1,4, $106.67 , Defensive Corner - Upper ,Mississauga (YYZ),M,39
16071570,1,1, $23.57 , Defensive Corner - Upper ,Scarborough (Kennedy Park),M,38
16069368,1,2, $47.14 , Defensive Corner - Upper ,West Toronto (High Park),M,42
16070164,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Wexford),M,52
12294431,1,5, $117.86 , Defensive Corner - Upper ,North York (Downsview Northeast),M,23
16072691,1,1, $23.57 , Defensive Corner - Upper ,Downtown Toronto (Cabbagetown),M,38
16010864,1,6, $160.00 , Defensive Corner - Upper ,Welland (West),M,40
17846598,1,2, $53.33 , Defensive Corner - Upper ,Brampton (North Central),M,15
14626634,1,1, $26.67 , Defensive Corner - Upper ,"Markham (Armadale, Ontario / Milliken, Ontario)",M,42
11529163,1,3, $80.00 , Defensive Corner - Upper ,Milton (South),M,46
12723759,1,2, $53.33 , Defensive Corner - Upper ,Mississauga (YYZ),M,39
13370111,1,3, $70.71 , Defensive Corner - Upper ,Richmond Hill (Southwest),M,38
10292546,1,2, $47.14 , Defensive Corner - Upper ,North York (Don Mills),M,55
17783692,1,2, $47.14 , Defensive Corner - Upper ,Port Hope,M,39
17783881,1,1, $23.57 , Defensive Corner - Upper ,Hamilton (Waterdown),M,31
17783682,1,1, $23.57 , Defensive Corner - Upper ,Vaughan (Maple),M,35
17784952,1,1, $23.57 , Defensive Corner - Upper ,Vaughan (Maple),M,34
17783499,1,2, $47.14 , Defensive Corner - Upper ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,47
17784774,1,3, $70.71 , Defensive Corner - Upper ,Richmond Hill (Central),M,29
17780216,1,2, $47.14 , Defensive Corner - Upper ,"Markham (Armadale, Ontario / Milliken, Ontario)",M,18
17783634,1,2, $47.14 , Defensive Corner - Upper ,Brampton (East),M,43
17783713,1,1, $23.57 , Defensive Corner - Upper ,Midland,M,28
15367338,1,2, $47.14 , Defensive Corner - Upper ,"Markham (Armadale, Ontario / Milliken, Ontario)",M,14
17784098,1,2, $47.14 , Defensive Corner - Upper ,Newmarket (Northeast),M,39
17783291,1,2, $47.14 , Defensive Corner - Upper ,Richmond Hill (Southeast),M,32
14564431,1,1, $26.67 , Defensive Corner - Upper ,Port Hope,M,21
6034810,1,1, $23.57 , Defensive Corner - Upper ,Scarborough (Guildwood),M,24
17783808,1,1, $23.57 , Defensive Corner - Upper ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,56
17784160,1,1, $23.57 , Defensive Corner - Upper ,Pickering (Central),M,41
12618756,1,6, $141.43 , Defensive Corner - Upper ,North York (Downsview Northeast),M,30
17783876,1,1, $23.57 , Defensive Corner - Upper ,Brampton (Northwest),M,31
17784469,1,1, $23.57 , Defensive Corner - Upper ,Caledon (Caledon East),M,34
17429873,1,1, $23.57 , Defensive Corner - Upper ,West Toronto (Brockton),M,20
17002984,1,2, $47.14 , Defensive Corner - Upper ,West Toronto (Runnymede),M,24
17089390,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Guildwood),M,19
17115084,1,1, $23.57 , Defensive Corner - Upper ,West Toronto (Runnymede),M,40
12574551,1,4, $94.29 , Defensive Corner - Upper ,West Toronto (Parkdale),M,34
17114049,1,4, $94.29 , Defensive Corner - Upper ,North York (Downsview Central),M,26
17108581,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (St. James Town),M,43
17107681,1,2, $47.14 , Defensive Corner - Upper ,North York (Downsview West),M,28
17104826,1,4, $94.29 , Defensive Corner - Upper ,West Toronto (Runnymede),M,31
12360426,1,3, $70.71 , Defensive Corner - Upper ,East York (Woodbine Heights),M,38
