Acc #,Games Attended,Seat Qty, Net Revenue , Most Common Section ,Region,Gender,Age
16919397,1,1, $15.24 , Family Zone ,Welland (East),M,20
15637598,1,2, $47.14 , Defensive Corner - Upper ,West Toronto (Dufferin),M,34
1054924,1,4, $171.43 , Attacking Corner ,Mississauga (Courtney Park / Northeast Gateway),M,44
13469054,1,4, $94.29 , Defensive Corner - Upper ,Etobicoke (Queensway),M,38
5761799,1,1, $38.57 , Attacking Corner ,Scarborough (Golden Mile),M,49
17033983,1,2, $77.14 , Attacking Corner ,North York (Willowdale South),M,32
16972264,1,5, $192.86 , Attacking Corner ,Scarborough (STC),M,18
8325179,1,4, $106.67 , Defensive Corner - Upper ,Port Hope,M,26
6628228,1,4, $106.67 , Defensive Corner - Upper ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,35
11553747,1,5, $214.29 , Attacking Corner ,Scarborough (Tam O'Shanter),M,28
16806748,1,2, $47.14 , Defensive Corner - Upper ,Central Toronto (Summerhill East),M,36
16644586,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (St. James Town),M,43
13779149,1,3, $87.86 , Defensive Ends ,East York (Woodbine Heights),M,28
16930527,1,2, $-   , Defensive Corner - Upper ,West Toronto (Dufferin),M,42
17749204,1,2, $47.14 , Defensive Corner - Upper ,Stouffville,M,37
10492897,1,2, $85.71 , Attacking Corner ,Markham (Wismer Commons / Greensborough),M,22
16221824,1,2, $77.14 , Attacking Corner ,Downtown Toronto (Chinatown),M,32
13200510,1,1, $38.57 , Attacking Corner ,East Toronto (Studio District),M,38
16777452,1,8, $443.81 , Blue Line ,North York (Willowdale South),M,46
12092592,1,3, $45.71 , Family Zone ,North York (Willowdale),M,23
17083787,1,5, $277.38 , Blue Line ,Downtown Toronto (Central Bay St.),M,39
8188299,1,2, $110.95 , Blue Line ,North York (Downsview West),M,34
10152623,1,6, $91.43 , Family Zone ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,35
13680448,1,2, $110.95 , Blue Line ,West Toronto (Brockton),M,38
14518613,1,3, $45.71 , Family Zone ,West Toronto (Runnymede),M,33
7673847,1,2, $30.48 , Family Zone ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,44
2874104,1,2, $117.14 , Blue Line ,Fort Erie,M,23
13782989,1,2, $53.33 , Defensive Corner - Upper ,Bowmanville (East),M,41
14113490,1,1, $15.24 , Family Zone ,Scarborough (Tam O'Shanter),M,31
11135914,1,1, $38.57 , Attacking Corner ,Scarborough (Cedarbrae),M,48
17030543,1,3, $115.71 , Attacking Corner ,East York (Woodbine Heights),M,47
6908936,1,1, $58.57 , Blue Line ,Welland (East),M,23
13520256,1,1, $58.57 , Blue Line ,North York (Downsview West),M,40
153779,1,2, $117.14 , Blue Line ,Milton (South),M,14
1585171,1,3, $175.71 , Blue Line ,Bolton,M,37
11161285,1,2, $77.14 , Attacking Corner ,Downtown Toronto (Christie),M,21
16325697,1,3, $87.86 , Defensive Ends ,Downtown Toronto (St. James Town),M,35
2909355,1,2, $85.71 , Attacking Corner ,Niagara Falls (Central),M,43
10750159,1,2, $58.57 , Defensive Ends ,Scarborough (Birch Cliff),M,25
13752942,1,2, $58.57 , Club Platinum ,Downtown Toronto (St. James Town),M,20
11365427,1,2, $85.71 , Attacking Corner ,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),M,32
13539656,1,2, $85.71 , Attacking Corner ,Scarborough (Golden Mile),M,35
4290205,1,4, $171.43 , Attacking Corner ,Scarborough (Guildwood),M,14
13785533,1,3, $115.71 , Attacking Corner ,North York (Downsview Northeast),M,23
2940239,1,2, $58.57 , Defensive Ends ,Central Toronto (Summerhill East),M,66
16133582,1,4, $117.14 , Defensive Ends ,Scarborough (Malvern),M,25
16990237,1,2, $58.57 , Defensive Ends ,East York (Woodbine Heights),M,45
8654864,1,4, $117.14 , Defensive Ends ,West Toronto (Dufferin),M,35
16177141,1,3, $87.86 , Defensive Ends ,East York (Woodbine Heights),M,27
2535491,1,2, $58.57 , Defensive Ends ,Central Toronto (Yorkville),M,35
16097666,1,4, $117.14 , Defensive Ends ,Etobicoke (Queensway),M,22
14654960,1,4, $117.14 , Defensive Ends ,Central Toronto (Yorkville),M,35
5309694,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Garden District),M,16
12373140,1,3, $128.57 , Attacking Corner ,Fort Erie,M,16
16985346,1,4, $221.90 , Blue Line ,West Toronto (Brockton),M,39
8402659,1,1, $33.33 , Defensive Ends ,Keswick,M,36
14958427,1,2, $66.67 , Defensive Ends ,Brampton (East),M,45
13928613,1,3, $166.43 , Blue Line ,Scarborough (Woburn),M,36
16706905,1,2, $110.95 , Blue Line ,Downtown Toronto (Christie),M,32
16490675,1,2, $66.67 , Defensive Ends ,Richmond Hill (Southeast),M,26
4431214,1,3, $166.43 , Blue Line ,Scarborough (Tam O'Shanter),M,49
3015399,1,2, $110.95 , Blue Line ,Downtown Toronto (Harbourfront),M,49
6440724,1,3, $175.71 , Blue Line ,Downtown Toronto (Harbourfront),M,43
9929185,1,4, $154.29 , Attacking Corner ,York (Caledonia-Fairbanks),M,44
9608627,1,4, $154.29 , Attacking Corner ,North York (Downsview West),M,22
16480565,1,1, $29.29 , Defensive Ends ,Scarborough (Kennedy Park),M,23
16466414,1,1, $29.29 , Defensive Ends ,North York (Hillcrest Village),M,34
3436547,1,2, $110.95 , Blue Line ,Downtown Toronto (Rosedale),M,37
15180543,1,2, $66.67 , Defensive Ends ,Welland (East),M,39
2560177,1,2, $117.14 , Blue Line ,Scarborough (STC),M,31
13516410,1,1, $29.29 , Defensive Ends ,Downtown Toronto (Chinatown),M,26
11346104,1,2, $58.57 , Defensive Ends ,North York (Downsview Central),M,33
6194617,1,2, $58.57 , Defensive Ends ,Central Toronto (Summerhill East),M,15
15946897,1,3, $108.57 , Attacking Corner - Upper ,Newmarket (Southwest),M,41
4764686,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Christie),M,50
10952502,1,4, $136.19 , Defensive Ends ,Downtown Toronto (Christie),M,47
13421126,1,4, $128.57 , Blue Line ,East Toronto (Studio District),M,36
7687661,1,2, $69.52 , Attacking Ends ,North York (Lawrence),M,23
3390054,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Christie),M,24
13979648,1,3, $87.86 , Defensive Ends ,North York (Downsview Central),M,41
2446885,1,3, $80.00 , Defensive Corner - Upper ,Brampton (West),M,47
8177300,1,3, $45.71 , Family Zone ,Downtown Toronto (Church & Wellesley),M,28
17908327,1,2, $53.33 , Defensive Corner - Upper ,King City,M,51
5020855,1,2, $58.57 , Defensive Ends ,Scarborough (Tam O'Shanter),M,25
4732979,1,2, $47.14 , Club Platinum ,Downtown Toronto (Christie),M,33
5515987,1,2, $58.57 , Defensive Ends ,East Toronto (Riverdale),M,35
1894999,1,2, $58.57 , Defensive Ends ,West Toronto (Runnymede),M,54
5921827,1,2, $66.40 , Defensive Ends ,Markham (Outer Southwest),M,29
16224717,1,2, $58.57 , Defensive Ends ,North York (Lawrence),M,53
3678971,1,3, $100.00 , Defensive Ends ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,36
14171041,1,2, $58.57 , Defensive Ends ,Etobicoke (Eringate),M,29
12350608,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Christie),M,35
17033844,1,5, $146.43 , Defensive Ends ,North York (Willowdale South),M,46
17258579,1,2, $58.57 , Defensive Ends ,Downtown Toronto (CN Tower),M,36
15579672,1,1, $29.29 , Defensive Ends ,North York (Downsview West),M,33
14192300,1,2, $58.57 , Defensive Ends ,West Toronto (Brockton),M,25
15935436,1,2, $58.57 , Defensive Ends ,North York (Don Mills),M,42
10433725,1,8, $266.67 , Defensive Ends ,Central Toronto (Summerhill East),M,49
13711489,1,3, $100.00 , Defensive Ends ,Ajax (East),M,25
13883540,1,2, $66.67 , Defensive Ends ,Scarborough (Tam O'Shanter),M,32
17019791,1,2, $66.67 , Defensive Ends ,Central Toronto (Summerhill East),M,33
5347040,1,3, $100.00 , Club Rinkside ,North York (Hillcrest Village),M,43
1759993,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Garden District),M,50
17928639,1,2, $66.67 , Defensive Ends ,North York (Downsview Central),M,39
13724213,1,3, $100.00 , Defensive Ends ,Bowmanville (West),M,39
17895993,1,2, $142.86 , Club Gold ,Thornhill (East),M,45
15875977,1,6, $91.43 , Family Zone ,Scarborough (Woburn),M,23
16143916,1,3, $45.71 , Family Zone ,West Toronto (Runnymede),M,33
16086159,1,2, $30.48 , Family Zone ,Downtown Toronto (Church & Wellesley),M,46
13696890,1,2, $30.48 , Family Zone ,Scarborough (Woburn),M,26
14162226,1,3, $45.71 , Family Zone ,Downtown Toronto (Rosedale),M,41
6636824,1,1, $15.24 , Family Zone ,Etobicoke (Queensway),M,37
13709740,1,2, $64.29 , Attacking Corner - Upper ,Central Toronto (Yorkville),M,38
13196906,1,2, $30.48 , Family Zone ,East Toronto (Riverdale),M,33
14787190,1,3, $45.71 , Family Zone ,Scarborough (Wexford),M,19
6768283,1,1, $15.24 , Family Zone ,Downtown Toronto (Central Bay St.),M,34
11326769,1,2, $30.48 , Family Zone ,North York (Willowdale South),M,14
10557247,1,3, $45.71 , Family Zone ,Downtown Toronto (Central Bay St.),M,25
5060856,1,3, $96.43 , Attacking Corner - Upper ,West Toronto (Dufferin),M,14
14142102,1,2, $30.48 , Family Zone ,North York (Lawrence),M,43
10151257,1,4, $60.95 , Family Zone ,East Toronto (Riverdale),M,33
17391832,1,4, $128.57 , Attacking Corner - Upper ,West Toronto (Dufferin),M,38
16067840,1,3, $45.71 , Family Zone ,Downtown Toronto (Harbourfront),M,36
11334567,1,1, $23.81 , Family Zone ,Markham (Central),M,35
14553255,1,3, $45.71 , Club Glass ,York (Caledonia-Fairbanks),M,39
7826750,1,1, $36.19 , Attacking Corner - Upper ,Markham (Outer Southwest),M,35
14249353,1,2, $30.48 , Family Zone ,Scarborough (Kennedy Park),M,39
16224111,1,1, $32.14 , Attacking Corner - Upper ,Downtown Toronto (Chinatown),M,56
13469889,1,2, $30.48 , Family Zone ,"Markham (Cornell, Ontario / Box Grove, Ontario)",M,43
10107417,1,5, $76.19 , Family Zone ,Scarborough (STC),M,26
16456891,1,2, $30.48 , Family Zone ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,19
14110422,1,2, $30.48 , Family Zone ,Scarborough (Birch Cliff),M,21
17812084,1,3, $71.43 , Family Zone ,Pickering (Central),M,43
2016281,1,1, $23.81 , Club Gold ,Downtown Toronto (Christie),M,38
6617509,1,2, $47.62 , Family Zone ,Downtown Toronto (Garden District),M,18
17815067,1,2, $47.62 , Family Zone ,Hamilton (Crerar / Bruleville / Hill Park / Inch Park / Centremount / Balfour / Greeningdon / Jerome),M,38
10136434,1,3, $71.43 , Family Zone ,North York (Willowdale),M,32
15868020,1,4, $170.48 , Attacking Corner - Upper ,North York (Lawrence),M,29
17614613,1,2, $47.62 , Family Zone ,Woodbridge (South),M,35
9659424,1,4, $95.24 , Family Zone ,Scarborough (Birch Cliff),M,26
13046477,1,2, $47.62 , Family Zone ,Richmond Hill (Southwest),M,35
17769060,1,5, $166.67 , Defensive Ends ,Bolton,M,29
16234963,1,2, $68.10 , Defensive Ends ,Scarborough (Woburn),M,28
9077299,1,2, $149.05 , Club Rinkside ,Central Toronto (Summerhill East),M,19
13040521,1,14," $1,558.93 ", Premium ,Downtown Toronto (Central Bay St.),M,50
7701432,1,4, $95.24 , Family Zone ,North York (Lawrence),M,40
17850356,1,2, $47.62 , Family Zone ,West Toronto (Runnymede),M,17
13948163,1,4, $95.24 , Family Zone ,Bowmanville (East),M,38
13828080,1,1, $23.81 , Family Zone ,Mississauga (West Creditview / Mavis / Erindale),M,41
419283,1,2, $156.19 , Club Rinkside ,West Toronto (Parkdale),M,36
16843088,1,4, $264.76 , Club Gold ,Scarborough (Guildwood),M,28
17900715,1,2, $66.67 , Defensive Ends ,Woodbridge (South),M,40
3062586,1,4, $285.71 , Club Gold ,West Toronto (Runnymede),M,20
14639700,1,2, $142.86 , Club Gold ,Newmarket (Northeast),M,38
8470766,1,2, $154.29 , Club Platinum ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,35
6264367,1,2, $149.05 , Club Platinum ,Etobicoke (Queensway),M,33
6705296,1,3, $198.57 , Club Gold ,Downtown Toronto (Chinatown),M,49
9335026,1,2, $132.38 , Club Gold ,West Toronto (Brockton),M,30
13812186,1,2, $47.62 , Family Zone ,Downtown Toronto (Christie),M,38
12140904,1,1, $38.57 , Attacking Ends ,Mississauga (YYZ),M,42
13346717,1,4, $60.95 , Family Zone ,Scarborough (Kennedy Park),M,44
3467995,1,1, $38.57 , Attacking Ends ,Caledon (Caledon East),M,24
16273716,1,4, $60.95 , Family Zone ,North York (Lawrence),M,40
16231147,1,3, $45.71 , Family Zone ,North York (Downsview West),M,25
16322795,1,7, $106.67 , Family Zone ,Downtown Toronto (Garden District),M,41
3570127,1,1, $38.57 , Attacking Ends ,Richmond Hill (Southwest),M,27
16217430,1,5, $76.19 , Family Zone ,Downtown Toronto (CN Tower),M,38
6954335,1,3, $45.71 , Family Zone ,Downtown Toronto (Christie),M,48
10964041,1,2, $47.62 , Family Zone ,East York (Woodbine Heights),M,37
12348801,1,2, $47.62 , Family Zone ,Downtown Toronto (Garden District),M,47
9401636,1,2, $47.62 , Family Zone ,North York (Downsview West),M,30
17856323,1,1, $23.81 , Family Zone ,West Toronto (Runnymede),M,45
9728349,1,2, $77.14 , Attacking Ends ,Scarborough (Tam O'Shanter),M,33
16325165,1,8, $121.90 , Family Zone ,West Toronto (Dufferin),M,26
8902340,1,4, $139.05 , Attacking Ends ,East Toronto (Riverdale),M,28
5522894,1,1, $23.81 , Family Zone ,Markham (Wismer Commons / Greensborough),M,46
16038992,1,3, $87.86 , Defensive Ends ,York (Caledonia-Fairbanks),M,37
2345604,1,2, $85.71 , Attacking Corner ,West Toronto (Brockton),M,32
406801,1,3, $175.71 , Blue Line ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,42
7666685,1,2, $117.14 , Blue Line ,North York (Hillcrest Village),M,30
3068288,1,6, $351.43 , Blue Line ,Central Toronto (Yorkville),M,60
13288781,1,2, $110.95 , Blue Line ,Scarborough (Tam O'Shanter),M,23
17833220,1,2, $117.14 , Blue Line ,Mississauga (Central Lakeview),M,36
17912055,1,2, $117.14 , Blue Line ,North York (Don Mills),M,48
5291936,1,2, $110.95 , Blue Line ,North York (Downsview Northeast),M,46
446096,1,1, $38.57 , Attacking Corner ,Downtown Toronto (Rosedale),M,39
13758784,1,4, $171.43 , Attacking Corner ,Pickering (North),M,26
10153174,1,2, $85.71 , Attacking Corner ,Scarborough (STC),M,26
13309391,1,4, $154.29 , Attacking Corner ,York (Caledonia-Fairbanks),M,56
16439636,1,2, $77.14 , Attacking Corner ,Downtown Toronto (U of T),M,42
3214435,1,2, $85.71 , Attacking Corner ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,34
5360637,1,3, $128.57 , Attacking Corner ,Midland,M,42
6238618,1,2, $85.71 , Attacking Corner ,Downtown Toronto (Christie),M,42
13927431,1,3, $115.71 , Attacking Corner ,Downtown Toronto (Rosedale),M,21
11617711,1,2, $110.95 , Blue Line ,Welland (East),M,32
2121484,1,2, $47.62 , Family Zone ,Markham (Central),M,33
7833436,1,2, $30.48 , Family Zone ,Mississauga (Courtney Park / Northeast Gateway),M,44
9749165,1,2, $30.48 , Family Zone ,Scarborough (Tam O'Shanter),M,48
2415335,1,2, $30.48 , Family Zone ,North York (Downsview Central),M,51
8265582,1,2, $58.57 , Defensive Ends ,Scarborough (Birch Cliff),M,43
15987250,1,1, $15.24 , Family Zone ,Downtown Toronto (Chinatown),M,31
2112463,1,2, $30.48 , Family Zone ,West Toronto (Parkdale),M,34
11832105,1,6, $175.71 , Defensive Ends ,West Toronto (Runnymede),M,36
15968118,1,4, $95.24 , Family Zone ,Markham (Central),M,49
4391509,1,2, $85.71 , Attacking Corner ,Mississauga (Courtney Park / Northeast Gateway),M,40
9565004,1,3, $128.57 , Attacking Corner ,King City,M,37
16766485,1,2, $110.95 , Blue Line ,Scarborough (Wexford),M,44
16635094,1,2, $110.95 , Blue Line ,Scarborough (STC),M,50
14499386,1,2, $58.57 , Defensive Ends ,North York (Downsview Central),M,40
5754037,1,3, $71.43 , Family Zone ,Mississauga (Central Lakeview),M,24
2064445,1,2, $128.10 , Club Glass ,North York (Hillcrest Village),M,45
13038063,1,16," $1,781.64 ", Premium ,East Toronto (Riverdale),M,26
3631920,1,2, $47.14 , Defensive Corner - Upper ,Scarborough (Malvern),M,28
16724172,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (Chinatown),M,35
14420899,1,7, $270.00 , Attacking Corner ,Downtown Toronto (CN Tower),M,43
13346041,1,6, $141.43 , Defensive Corner - Upper ,Mississauga (Central Lakeview),M,38
6103146,1,5, $181.43 , Attacking Ends ,Markham (Central),M,32
15904798,1,3, $115.71 , Attacking Corner ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,18
8403083,1,3, $108.57 , Attacking Corner - Upper ,Brampton (Northwest),M,25
11354531,1,2, $72.38 , Attacking Corner - Upper ,Keswick,M,42
8289967,1,2, $53.33 , Defensive Corner - Upper ,North York (Downsview Northeast),M,52
5184754,1,4, $60.95 , Family Zone ,Welland (West),M,39
13421215,1,2, $30.48 , Family Zone ,Fort Erie,M,14
13680090,1,2, $30.48 , Family Zone ,Downtown Toronto (St. James Town),M,35
3582129,1,3, $71.43 , Family Zone ,"Markham (Cornell, Ontario / Box Grove, Ontario)",M,31
9939678,1,5, $76.19 , Family Zone ,Downtown Toronto (Cabbagetown),M,38
13838519,1,2, $30.48 , Family Zone ,Downtown Toronto (Christie),M,32
14206952,1,5, $192.86 , Attacking Corner ,East York (Woodbine Heights),M,38
9016089,1,4, $154.29 , Attacking Corner ,West Toronto (Brockton),M,52
12357836,1,2, $66.67 , Defensive Ends ,Pickering (North),M,34
16808947,1,5, $146.43 , Defensive Ends ,Scarborough (Woburn),M,31
16030566,1,3, $115.71 , Attacking Corner ,North York (Hillcrest Village),M,45
8081139,1,3, $87.86 , Defensive Ends ,West Toronto (High Park),M,36
10529201,1,4, $171.43 , Attacking Corner ,Downtown Toronto (Central Bay St.),M,18
16202424,1,3, $115.71 , Attacking Corner ,North York (Lawrence),M,34
14111596,1,1, $38.57 , Attacking Corner ,Scarborough (Guildwood),M,31
7221436,1,2, $58.57 , Defensive Ends ,Scarborough (Golden Mile),M,38
4467669,1,1, $38.57 , Blue Line ,North York (Downsview Central),M,33
10035692,1,2, $58.57 , Defensive Ends ,Courtice (Bowmanville),M,30
13836901,1,2, $85.71 , Attacking Corner ,King City,M,44
10531096,1,5, $146.43 , Defensive Ends ,North York (Lawrence),M,45
13076165,1,2, $66.67 , Defensive Ends ,North York (Fairview),M,29
8650046,1,3, $87.86 , Defensive Ends ,Scarborough (Woburn),M,29
16891010,1,3, $128.57 , Attacking Corner ,Mississauga (Cardiff / NE Gateway),M,26
12623798,1,4, $117.14 , Defensive Ends ,Downtown Toronto (St. James Town),M,57
7163068,1,2, $66.67 , Defensive Ends ,Mississauga (Mississauga Valley / East Cooksville),M,35
14965136,1,3, $128.57 , Attacking Corner ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,37
3281014,1,3, $45.71 , Family Zone ,Downtown Toronto (Rosedale),M,35
17664651,1,2, $110.95 , Blue Line ,Vaughan (Maple),M,32
4905591,1,2, $58.57 , Defensive Ends ,Scarborough (Guildwood),M,31
16515786,1,1, $58.57 , Blue Line ,Bowmanville (East),M,42
7514124,1,2, $117.14 , Blue Line ,Midland,M,14
10370063,1,5, $146.43 , Defensive Ends ,Etobicoke (South Steeles),M,53
7218409,1,2, $110.95 , Blue Line ,Central Toronto (Summerhill East),M,43
17093677,1,5, $146.43 , Defensive Ends ,Downtown Toronto (Harbourfront),M,46
16320411,1,4, $117.14 , Defensive Ends ,West Toronto (Brockton),M,35
11713721,1,2, $110.95 , Blue Line ,Downtown Toronto (St. James Town),M,27
2981093,1,1, $58.57 , Blue Line ,Mississauga (Malton),M,27
7922026,1,2, $117.14 , Blue Line ,Scarborough (STC),M,30
326686,1,2, $109.12 , Blue Line ,Brampton (Northwest),M,45
11233854,1,2, $117.14 , Blue Line ,Markham (Outer Southwest),M,38
13207056,1,2, $117.14 , Blue Line ,Markham (Wismer Commons / Greensborough),M,18
9977924,1,2, $58.57 , Defensive Ends ,West Toronto (Dufferin),M,32
13426793,1,2, $117.14 , Blue Line ,Mississauga (West Creditview / Mavis / Erindale),M,14
2730839,1,2, $117.14 , Blue Line ,Scarborough (Malvern),M,36
1970185,1,2, $142.86 , Club Gold ,Fort Erie,M,36
14452712,1,3, $71.43 , Family Zone ,York (Caledonia-Fairbanks),M,44
7821948,1,2, $66.67 , Defensive Ends ,Woodbridge (South),M,50
12314216,1,5, $76.19 , Family Zone ,Scarborough (STC),M,41
14209956,1,2, $66.67 , Defensive Ends ,Milton (South),M,24
2866788,1,2, $30.48 , Family Zone ,Scarborough (Kennedy Park),M,39
16061224,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Chinatown),M,27
13706930,1,2, $58.57 , Defensive Ends ,North York (Downsview Central),M,34
17767948,1,3, $45.71 , Family Zone ,East Toronto (Studio District),M,29
14374134,1,2, $30.48 , Family Zone ,North York (Lawrence),M,54
202911,1,2, $58.57 , Defensive Ends ,Port Hope,M,14
12664107,1,2, $154.29 , Club Platinum ,Mississauga (West Hurontario / SW Gateway),M,29
16870826,1,3, $198.57 , Club Gold ,Etobicoke (South Steeles),M,33
5309843,1,2, $154.29 , Club Platinum ,Bolton,M,25
14969335,1,2, $128.10 , Club Glass ,Downtown Toronto (Richmond/Adelaide/King),M,28
14236555,1,2, $47.62 , Family Zone ,Mississauga (Central Lakeview),M,39
4415858,1,7, $205.00 , Defensive Ends ,North York (Downsview Central),M,20
14112953,1,2, $128.10 , Club Glass ,East Toronto (Riverdale),M,53
13140198,1,2, $66.67 , Defensive Ends ,Etobicoke (Queensway),M,36
9411031,1,4, $117.14 , Defensive Ends ,Central Toronto (Summerhill East),M,34
16173966,1,1, $29.29 , Defensive Ends ,Downtown Toronto (U of T),M,25
9425081,1,6, $175.71 , Defensive Ends ,York (Humewood-Cedarvale),M,20
13377887,1,1, $29.29 , Defensive Ends ,West Toronto (High Park),M,35
10396651,1,3, $87.86 , Defensive Ends ,Central Toronto (Summerhill East),M,36
17721073,1,2, $58.57 , Defensive Ends ,Newmarket (Northeast),M,39
9208368,1,1, $29.29 , Defensive Ends ,Downtown Toronto (CN Tower),M,35
17903222,1,3, $100.00 , Defensive Ends ,Markham (Central),M,34
1573582,1,6, $141.43 , Defensive Corner - Upper ,Downtown Toronto (U of T),M,40
17372455,1,2, $72.38 , Attacking Corner - Upper ,Bradford,M,32
14732085,1,2, $53.33 , Defensive Corner - Upper ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,30
6743048,1,4, $117.14 , Defensive Ends ,Etobicoke (Rexdale),M,40
15675498,1,2, $66.67 , Defensive Ends ,"Markham (Cornell, Ontario / Box Grove, Ontario)",M,39
9296113,1,2, $66.67 , Defensive Ends ,Courtice (Bowmanville),M,19
6748515,1,2, $66.67 , Defensive Ends ,North York (Hillcrest Village),M,45
9877979,1,5, $146.43 , Defensive Ends ,Downtown Toronto (U of T),M,16
4460543,1,5, $146.43 , Defensive Ends ,Etobicoke (Eringate),M,37
9221951,1,2, $77.14 , Attacking Corner ,Scarborough (Kennedy Park),M,28
2709698,1,1, $38.57 , Attacking Corner ,Scarborough (Woburn),M,43
8403180,1,3, $115.71 , Attacking Corner ,West Toronto (Brockton),M,30
12159776,1,1, $38.57 , Attacking Corner ,Pickering (Central),M,46
4705591,1,2, $77.14 , Attacking Corner ,North York (Willowdale),M,34
9630755,1,2, $58.57 , Defensive Ends ,Etobicoke (Queensway),M,36
13526674,1,5, $146.43 , Defensive Ends ,North York (Downsview West),M,22
11850954,1,4, $154.29 , Attacking Corner ,Downtown Toronto (St. James Town),M,37
13140200,1,3, $87.86 , Defensive Ends ,Downtown Toronto (Garden District),M,21
16432255,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Central Bay St.),M,50
17455748,1,6, $175.71 , Defensive Ends ,Thornhill (East),M,19
4014642,1,2, $58.57 , Defensive Ends ,Richmond Hill (Central),M,38
1438471,1,3, $87.86 , Defensive Ends ,Niagara Falls (Central),M,39
16698225,1,5, $146.43 , Defensive Ends ,Downtown Toronto (U of T),M,54
13078872,1,3, $87.86 , Defensive Ends ,West Toronto (Runnymede),M,41
13896192,1,2, $58.57 , Defensive Ends ,Etobicoke (Eringate),M,28
12851263,1,6, $175.71 , Defensive Ends ,East York (Woodbine Heights),M,27
11703934,1,2, $58.57 , Defensive Ends ,Scarborough (Cedarbrae),M,33
17922162,1,1, $36.19 , Attacking Corner - Upper ,Bowmanville (West),M,41
17907839,1,2, $72.38 , Attacking Corner - Upper ,Mississauga (Mississauga Valley / East Cooksville),M,27
17923622,1,1, $36.19 , Attacking Corner - Upper ,Newmarket (Northeast),M,54
13404174,1,1, $36.19 , Attacking Corner - Upper ,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy),M,20
12721589,1,2, $72.38 , Attacking Corner - Upper ,Markham (Outer Southwest),M,38
17923870,1,1, $36.19 , Attacking Corner - Upper ,Brampton (East),M,20
17922830,1,1, $36.19 , Attacking Corner - Upper ,Brampton (North),M,34
17568648,1,4, $144.76 , Attacking Corner - Upper ,Mississauga (Cardiff / NE Gateway),M,24
17922123,1,1, $36.19 , Attacking Corner - Upper ,Stouffville,M,29
16359032,1,2, $72.38 , Attacking Corner - Upper ,"Markham (Cornell, Ontario / Box Grove, Ontario)",M,37
8221498,1,2, $72.38 , Attacking Corner - Upper ,Thornhill (East),M,24
9461790,1,2, $72.38 , Attacking Corner - Upper ,Newmarket (Northeast),M,48
17927613,1,2, $72.38 , Attacking Corner - Upper ,Richmond Hill (Southwest),M,29
17922542,1,2, $81.90 , Attacking Corner - Upper ,Richmond Hill (Central),M,46
16698950,1,4, $94.29 , Defensive Corner - Upper ,York (Caledonia-Fairbanks),M,34
10491602,1,2, $47.14 , Defensive Corner - Upper ,Downtown Toronto (Central Bay St.),M,30
15231789,1,1, $36.19 , Attacking Corner - Upper ,Markham (Outer Southwest),M,37
17933266,1,2, $72.38 , Attacking Corner - Upper ,King City,M,23
17932961,1,1, $36.19 , Attacking Corner - Upper ,Mississauga (West Creditview / Mavis / Erindale),M,32
10371563,1,4, $144.76 , Attacking Corner - Upper ,Bowmanville (West),M,28
12360104,1,4, $144.76 , Attacking Corner - Upper ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,32
16056329,1,3, $96.43 , Attacking Corner - Upper ,North York (Don Mills),M,25
16056701,1,2, $64.29 , Attacking Corner - Upper ,York (Humewood-Cedarvale),M,40
8325266,1,1, $32.14 , Attacking Corner - Upper ,Downtown Toronto (Christie),M,37
16344793,1,3, $96.43 , Attacking Corner - Upper ,Scarborough (Tam O'Shanter),M,30
16227937,1,2, $64.29 , Attacking Corner - Upper ,North York (Don Mills),M,30
8996015,1,2, $72.38 , Club Glass ,North York (Downsview West),M,39
10845923,1,1, $36.19 , Attacking Corner - Upper ,Richmond Hill (Central),M,45
17832737,1,1, $36.19 , Attacking Corner - Upper ,Midland,M,33
7719408,1,1, $36.19 , Attacking Corner - Upper ,Vaughan (Maple),M,24
14971855,1,2, $72.38 , Attacking Corner - Upper ,Port Hope,M,27
